Gene stable ID	HGNC symbol	GO term name	miRBase accession	Karyotype band	GO term accession
ENSG00000071991	CDH19	cell-cell adhesion via plasma-membrane adhesion molecules		q22.1	GO:0098742
ENSG00000071991	CDH19	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules		q22.1	GO:0016339
ENSG00000071991	CDH19	adherens junction organization		q22.1	GO:0034332
ENSG00000238680	RNU6-1037P			q22.1	
ENSG00000263354	MIR5011		MI0017879	q22.1	
ENSG00000264054	RPL31P9			q22.1	
ENSG00000265936				q22.1	
ENSG00000260578				q22.1	
ENSG00000171451	DSEL	sulfotransferase activity		q22.1	GO:0008146
ENSG00000171451	DSEL	membrane		q22.1	GO:0016020
ENSG00000171451	DSEL	integral component of membrane		q22.1	GO:0016021
ENSG00000171451	DSEL	isomerase activity		q22.1	GO:0016853
ENSG00000171451	DSEL	chondroitin-glucuronate 5-epimerase activity		q22.1	GO:0047757
ENSG00000171451	DSEL	chondroitin sulfate metabolic process		q22.1	GO:0030204
ENSG00000171451	DSEL	dermatan sulfate metabolic process		q22.1	GO:0030205
ENSG00000171451	DSEL	Golgi membrane		q22.1	GO:0000139
ENSG00000171451	DSEL	dermatan sulfate biosynthetic process		q22.1	GO:0030208
ENSG00000263424				q22.1	
ENSG00000265533				q22.1	
ENSG00000264040				q22.1	
ENSG00000263594				q22.1	
ENSG00000265472	FAM32DP			q22.1	
ENSG00000264104				q22.1	
ENSG00000265555	LINC01903			q22.1	
ENSG00000265240				q22.1	
ENSG00000264634				q22.1	
ENSG00000264869				q22.1	
ENSG00000287907				q22.1	
ENSG00000264699	LINC01912			q22.1	
ENSG00000260747				q22.1	
ENSG00000265425				q22.1	
ENSG00000263355	AKR1B10P2			q22.1	
ENSG00000264697	MTL3P			q22.1	
ENSG00000166479	TMX3	cell redox homeostasis		q22.1	GO:0045454
ENSG00000166479	TMX3	membrane		q22.1	GO:0016020
ENSG00000166479	TMX3	integral component of membrane		q22.1	GO:0016021
ENSG00000166479	TMX3	isomerase activity		q22.1	GO:0016853
ENSG00000166479	TMX3	endoplasmic reticulum		q22.1	GO:0005783
ENSG00000166479	TMX3	endoplasmic reticulum membrane		q22.1	GO:0005789
ENSG00000166479	TMX3	protein binding		q22.1	GO:0005515
ENSG00000166479	TMX3	protein disulfide isomerase activity		q22.1	GO:0003756
ENSG00000166479	TMX3	plasma membrane		q22.1	GO:0005886
ENSG00000166479	TMX3	cell surface		q22.1	GO:0009986
ENSG00000166479	TMX3	platelet degranulation		q22.1	GO:0002576
ENSG00000166479	TMX3	platelet alpha granule membrane		q22.1	GO:0031092
ENSG00000166479	TMX3	thiol oxidase activity		q22.1	GO:0016972
ENSG00000166479	TMX3	peptidyl-cysteine oxidation		q22.1	GO:0018171
ENSG00000166479	TMX3			q22.1	
ENSG00000150636	CCDC102B			q22.1	
ENSG00000150636	CCDC102B	protein binding		q22.1	GO:0005515
ENSG00000276092				q22.1	
ENSG00000263637				q22.1	
ENSG00000207072	RNU6-39P			q22.1	
ENSG00000264444	SDHCP1			q22.1	
ENSG00000264472				q22.1	
ENSG00000273584				q22.1	
ENSG00000264236				q22.1	
ENSG00000264705				q22.2	
ENSG00000285748				q22.2	
ENSG00000278532				q22.2	
ENSG00000206052	DOK6	protein binding		q22.2	GO:0005515
ENSG00000206052	DOK6	cytosol		q22.2	GO:0005829
ENSG00000206052	DOK6	axon guidance		q22.2	GO:0007411
ENSG00000206052	DOK6			q22.2	
ENSG00000264845				q22.2	
ENSG00000265643				q22.2	
ENSG00000279221				q22.2	
ENSG00000266840				q22.2	
ENSG00000150637	CD226	positive regulation of natural killer cell cytokine production		q22.2	GO:0002729
ENSG00000150637	CD226	membrane		q22.2	GO:0016020
ENSG00000150637	CD226	integral component of membrane		q22.2	GO:0016021
ENSG00000150637	CD226	plasma membrane		q22.2	GO:0005886
ENSG00000150637	CD226	cell adhesion		q22.2	GO:0007155
ENSG00000150637	CD226	protein binding		q22.2	GO:0005515
ENSG00000150637	CD226	external side of plasma membrane		q22.2	GO:0009897
ENSG00000150637	CD226	regulation of immune response		q22.2	GO:0050776
ENSG00000150637	CD226	positive regulation of T cell receptor signaling pathway		q22.2	GO:0050862
ENSG00000150637	CD226	cell surface		q22.2	GO:0009986
ENSG00000150637	CD226	integral component of plasma membrane		q22.2	GO:0005887
ENSG00000150637	CD226	signal transduction		q22.2	GO:0007165
ENSG00000150637	CD226	protein kinase binding		q22.2	GO:0019901
ENSG00000150637	CD226	cell recognition		q22.2	GO:0008037
ENSG00000150637	CD226	positive regulation of natural killer cell mediated cytotoxicity		q22.2	GO:0045954
ENSG00000150637	CD226	membrane raft		q22.2	GO:0045121
ENSG00000150637	CD226	cytokine production		q22.2	GO:0001816
ENSG00000150637	CD226	positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target		q22.2	GO:0002860
ENSG00000150637	CD226	cell adhesion molecule binding		q22.2	GO:0050839
ENSG00000150637	CD226	integrin binding		q22.2	GO:0005178
ENSG00000150637	CD226	positive regulation of interferon-gamma production		q22.2	GO:0032729
ENSG00000150637	CD226	positive regulation of immunoglobulin mediated immune response		q22.2	GO:0002891
ENSG00000150637	CD226	positive regulation of mast cell activation		q22.2	GO:0033005
ENSG00000150637	CD226	positive regulation of Fc receptor mediated stimulatory signaling pathway		q22.2	GO:0060369
ENSG00000176225	RTTN	centrosome		q22.2	GO:0005813
ENSG00000176225	RTTN	ciliary basal body		q22.2	GO:0036064
ENSG00000176225	RTTN	cilium organization		q22.2	GO:0044782
ENSG00000176225	RTTN	cytoplasm		q22.2	GO:0005737
ENSG00000176225	RTTN	cytoskeleton		q22.2	GO:0005856
ENSG00000176225	RTTN	cilium		q22.2	GO:0005929
ENSG00000176225	RTTN	multicellular organism development		q22.2	GO:0007275
ENSG00000176225	RTTN	cell projection		q22.2	GO:0042995
ENSG00000176225	RTTN	microtubule organizing center		q22.2	GO:0005815
ENSG00000176225	RTTN	centriole		q22.2	GO:0005814
ENSG00000176225	RTTN	centriole replication		q22.2	GO:0007099
ENSG00000176225	RTTN	ciliary basal body organization		q22.2	GO:0032053
ENSG00000176225	RTTN	centriole-centriole cohesion		q22.2	GO:0010457
ENSG00000176225	RTTN	determination of left/right symmetry		q22.2	GO:0007368
ENSG00000176225	RTTN			q22.2	
ENSG00000176225	RTTN	membrane		q22.2	GO:0016020
ENSG00000176225	RTTN	integral component of membrane		q22.2	GO:0016021
ENSG00000287646				q22.2	
ENSG00000170677	SOCS6	intracellular signal transduction		q22.2	GO:0035556
ENSG00000170677	SOCS6	regulation of growth		q22.2	GO:0040008
ENSG00000170677	SOCS6	protein ubiquitination		q22.2	GO:0016567
ENSG00000170677	SOCS6	phosphatidylinositol phosphorylation		q22.2	GO:0046854
ENSG00000170677	SOCS6	1-phosphatidylinositol-3-kinase regulator activity		q22.2	GO:0046935
ENSG00000170677	SOCS6	phosphatidylinositol 3-kinase complex		q22.2	GO:0005942
ENSG00000170677	SOCS6	negative regulation of signal transduction		q22.2	GO:0009968
ENSG00000170677	SOCS6	protein binding		q22.2	GO:0005515
ENSG00000170677	SOCS6	regulation of phosphatidylinositol 3-kinase activity		q22.2	GO:0043551
ENSG00000170677	SOCS6	negative regulation of T cell activation		q22.2	GO:0050868
ENSG00000170677	SOCS6	cytosol		q22.2	GO:0005829
ENSG00000170677	SOCS6	post-translational protein modification		q22.2	GO:0043687
ENSG00000170677	SOCS6	cytoplasm		q22.2	GO:0005737
ENSG00000170677	SOCS6	receptor signaling pathway via JAK-STAT		q22.2	GO:0007259
ENSG00000170677	SOCS6	defense response		q22.2	GO:0006952
ENSG00000170677	SOCS6	proteasomal protein catabolic process		q22.2	GO:0010498
ENSG00000170677	SOCS6	immunological synapse		q22.2	GO:0001772
ENSG00000266258	LINC01909			q22.2	
ENSG00000266304	LIVAR			q22.2	
ENSG00000266278	LINC01910			q22.2	
ENSG00000265698	LARP7P3			q22.2	
ENSG00000214255	RPS2P6			q22.2	
ENSG00000278971				q22.2	
ENSG00000286642				q22.2	
ENSG00000239748	RN7SL795P			q22.2	
ENSG00000263417	GTSCR1			q22.2	
ENSG00000265781				q22.3	
ENSG00000265639				q22.3	
ENSG00000287693				q22.3	
ENSG00000265484				q22.3	
ENSG00000263733				q22.3	
ENSG00000260676	LINC01541			q22.3	
ENSG00000264388				q22.3	
ENSG00000265946				q22.3	
ENSG00000265352	LINC01899			q22.3	
ENSG00000260457				q22.3	
ENSG00000265995				q22.3	
ENSG00000271313				q22.3	
ENSG00000141668	CBLN2	protein binding		q22.3	GO:0005515
ENSG00000141668	CBLN2	extracellular region		q22.3	GO:0005576
ENSG00000141668	CBLN2	synapse organization		q22.3	GO:0050808
ENSG00000141668	CBLN2	maintenance of synapse structure		q22.3	GO:0099558
ENSG00000141668	CBLN2	spontaneous synaptic transmission		q22.3	GO:0098814
ENSG00000141668	CBLN2	positive regulation of synapse assembly		q22.3	GO:0051965
ENSG00000141668	CBLN2	regulation of presynapse assembly		q22.3	GO:1905606
ENSG00000141668	CBLN2	extracellular space		q22.3	GO:0005615
ENSG00000141668	CBLN2	glutamatergic synapse		q22.3	GO:0098978
ENSG00000141668	CBLN2			q22.3	
ENSG00000264315	HNRNPA1P11			q22.3	
ENSG00000166342	NETO1	protein binding		q22.3	GO:0005515
ENSG00000166342	NETO1	regulation of neuronal synaptic plasticity		q22.3	GO:0048168
ENSG00000166342	NETO1	membrane		q22.3	GO:0016020
ENSG00000166342	NETO1	integral component of membrane		q22.3	GO:0016021
ENSG00000166342	NETO1	plasma membrane		q22.3	GO:0005886
ENSG00000166342	NETO1	extracellular region		q22.3	GO:0005576
ENSG00000166342	NETO1	cell junction		q22.3	GO:0030054
ENSG00000166342	NETO1	synapse		q22.3	GO:0045202
ENSG00000166342	NETO1	postsynaptic membrane		q22.3	GO:0045211
ENSG00000166342	NETO1	postsynaptic density		q22.3	GO:0014069
ENSG00000166342	NETO1	postsynaptic density membrane		q22.3	GO:0098839
ENSG00000166342	NETO1	memory		q22.3	GO:0007613
ENSG00000166342	NETO1	visual learning		q22.3	GO:0008542
ENSG00000166342	NETO1	regulation of long-term neuronal synaptic plasticity		q22.3	GO:0048169
ENSG00000166342	NETO1	excitatory synapse		q22.3	GO:0060076
ENSG00000166342	NETO1	regulation of kainate selective glutamate receptor activity		q22.3	GO:2000312
ENSG00000166342	NETO1			q22.3	
ENSG00000166342	NETO1	ionotropic glutamate receptor binding		q22.3	GO:0035255
ENSG00000166342	NETO1	receptor localization to synapse		q22.3	GO:0097120
ENSG00000166342	NETO1	positive regulation of excitatory postsynaptic potential		q22.3	GO:2000463
ENSG00000166342	NETO1	glutamatergic synapse		q22.3	GO:0098978
ENSG00000166342	NETO1	integral component of postsynaptic density membrane		q22.3	GO:0099061
ENSG00000265579				q22.3	
ENSG00000252598	RNA5SP460			q22.3	
ENSG00000263750	MIR548AV		MI0019152	q22.3	
ENSG00000263958				q22.3	
ENSG00000263711	LINC02864			q22.3	
ENSG00000261780	LINC02582			q22.3	
ENSG00000265380				q22.3	
ENSG00000241866	RN7SL401P			q22.3	
ENSG00000263655				q22.3	
ENSG00000278902				q22.3	
ENSG00000287314				q22.3	
ENSG00000141665	FBXO15			q22.3	
ENSG00000141665	FBXO15	protein binding		q22.3	GO:0005515
ENSG00000141665	FBXO15	cytosol		q22.3	GO:0005829
ENSG00000141665	FBXO15	protein polyubiquitination		q22.3	GO:0000209
ENSG00000141665	FBXO15	post-translational protein modification		q22.3	GO:0043687
ENSG00000075336	TIMM21	protein import into mitochondrial matrix		q22.3	GO:0030150
ENSG00000075336	TIMM21	TIM23 mitochondrial import inner membrane translocase complex		q22.3	GO:0005744
ENSG00000075336	TIMM21	molecular_function		q22.3	GO:0003674
ENSG00000075336	TIMM21	membrane		q22.3	GO:0016020
ENSG00000075336	TIMM21	integral component of membrane		q22.3	GO:0016021
ENSG00000075336	TIMM21	protein transport		q22.3	GO:0015031
ENSG00000075336	TIMM21	mitochondrion		q22.3	GO:0005739
ENSG00000075336	TIMM21	protein binding		q22.3	GO:0005515
ENSG00000075336	TIMM21	mitochondrial cytochrome c oxidase assembly		q22.3	GO:0033617
ENSG00000075336	TIMM21	mitochondrial membrane		q22.3	GO:0031966
ENSG00000075336	TIMM21	mitochondrial respiratory chain complex I assembly		q22.3	GO:0032981
ENSG00000075336	TIMM21			q22.3	
ENSG00000260569				q22.3	
ENSG00000243856	RN7SL551P			q22.3	
ENSG00000166347	CYB5A	heme binding		q22.3	GO:0020037
ENSG00000166347	CYB5A	cytoplasm		q22.3	GO:0005737
ENSG00000166347	CYB5A	membrane		q22.3	GO:0016020
ENSG00000166347	CYB5A	integral component of membrane		q22.3	GO:0016021
ENSG00000166347	CYB5A	intracellular membrane-bounded organelle		q22.3	GO:0043231
ENSG00000166347	CYB5A	metal ion binding		q22.3	GO:0046872
ENSG00000166347	CYB5A	endoplasmic reticulum		q22.3	GO:0005783
ENSG00000166347	CYB5A	endoplasmic reticulum membrane		q22.3	GO:0005789
ENSG00000166347	CYB5A	cytosol		q22.3	GO:0005829
ENSG00000166347	CYB5A	oxidation-reduction process		q22.3	GO:0055114
ENSG00000166347	CYB5A	organelle membrane		q22.3	GO:0031090
ENSG00000166347	CYB5A	protein binding		q22.3	GO:0005515
ENSG00000166347	CYB5A	proton transmembrane transport		q22.3	GO:1902600
ENSG00000166347	CYB5A	electron transport chain		q22.3	GO:0022900
ENSG00000166347	CYB5A	response to cadmium ion		q22.3	GO:0046686
ENSG00000166347	CYB5A	mitochondrial outer membrane		q22.3	GO:0005741
ENSG00000166347	CYB5A	cytochrome-c oxidase activity		q22.3	GO:0004129
ENSG00000166347	CYB5A	enzyme binding		q22.3	GO:0019899
ENSG00000166347	CYB5A	electron transfer activity		q22.3	GO:0009055
ENSG00000166347	CYB5A	L-ascorbic acid metabolic process		q22.3	GO:0019852
ENSG00000166347	CYB5A			q22.3	
ENSG00000286529				q22.3	
ENSG00000206043	C18orf63			q22.3	
ENSG00000235297	FAUP1			q22.3	
ENSG00000259779	LINC01922			q22.3	
ENSG00000187773	DIPK1C	membrane		q22.3	GO:0016020
ENSG00000187773	DIPK1C	integral component of membrane		q22.3	GO:0016021
ENSG00000187773	DIPK1C	endoplasmic reticulum		q22.3	GO:0005783
ENSG00000187773	DIPK1C	endoplasmic reticulum membrane		q22.3	GO:0005789
ENSG00000287689				q22.3	
ENSG00000133313	CNDP2	hydrolase activity		q22.3	GO:0016787
ENSG00000133313	CNDP2	nucleoplasm		q22.3	GO:0005654
ENSG00000133313	CNDP2	cytosol		q22.3	GO:0005829
ENSG00000133313	CNDP2	proteolysis		q22.3	GO:0006508
ENSG00000133313	CNDP2	dipeptidase activity		q22.3	GO:0016805
ENSG00000133313	CNDP2	metallopeptidase activity		q22.3	GO:0008237
ENSG00000133313	CNDP2	cytoplasm		q22.3	GO:0005737
ENSG00000133313	CNDP2	metal ion binding		q22.3	GO:0046872
ENSG00000133313	CNDP2	peptidase activity		q22.3	GO:0008233
ENSG00000133313	CNDP2	carboxypeptidase activity		q22.3	GO:0004180
ENSG00000133313	CNDP2	metallodipeptidase activity		q22.3	GO:0070573
ENSG00000133313	CNDP2	extracellular exosome		q22.3	GO:0070062
ENSG00000133313	CNDP2	glutathione biosynthetic process		q22.3	GO:0006750
ENSG00000133313	CNDP2	cytosolic dipeptidase activity		q22.3	GO:0102008
ENSG00000133313	CNDP2	alanylglutamate dipeptidase activity		q22.3	GO:0103046
ENSG00000133313	CNDP2			q22.3	
ENSG00000276934				q22.3	
ENSG00000150656	CNDP1	hydrolase activity		q22.3	GO:0016787
ENSG00000150656	CNDP1	proteolysis		q22.3	GO:0006508
ENSG00000150656	CNDP1	dipeptidase activity		q22.3	GO:0016805
ENSG00000150656	CNDP1	metallopeptidase activity		q22.3	GO:0008237
ENSG00000150656	CNDP1	metal ion binding		q22.3	GO:0046872
ENSG00000150656	CNDP1	peptidase activity		q22.3	GO:0008233
ENSG00000150656	CNDP1	extracellular region		q22.3	GO:0005576
ENSG00000150656	CNDP1	carboxypeptidase activity		q22.3	GO:0004180
ENSG00000150656	CNDP1	metallodipeptidase activity		q22.3	GO:0070573
ENSG00000150656	CNDP1	cytosol		q22.3	GO:0005829
ENSG00000150656	CNDP1	regulation of cellular protein metabolic process		q22.3	GO:0032268
ENSG00000150656	CNDP1			q22.3	
ENSG00000264340				q22.3	
ENSG00000264247	LINC00909			q22.3	
ENSG00000215421	ZNF407	zinc ion binding		q22.3	GO:0008270
ENSG00000215421	ZNF407	nucleic acid binding		q22.3	GO:0003676
ENSG00000215421	ZNF407	nucleus		q22.3	GO:0005634
ENSG00000215421	ZNF407	metal ion binding		q22.3	GO:0046872
ENSG00000215421	ZNF407	DNA binding		q22.3	GO:0003677
ENSG00000215421	ZNF407	positive regulation of transcription by RNA polymerase II		q22.3	GO:0045944
ENSG00000215421	ZNF407	regulation of gene expression		q22.3	GO:0010468
ENSG00000215421	ZNF407			q22.3	
ENSG00000278607				q22.3	
ENSG00000273669				q22.3	
ENSG00000283452				q22.3	
ENSG00000278911				q22.3	
ENSG00000285915				q22.3	
ENSG00000180011	ZADH2	zinc ion binding		q22.3	GO:0008270
ENSG00000180011	ZADH2	oxidation-reduction process		q22.3	GO:0055114
ENSG00000180011	ZADH2	oxidoreductase activity		q22.3	GO:0016491
ENSG00000180011	ZADH2	peroxisome		q22.3	GO:0005777
ENSG00000180011	ZADH2	molecular_function		q22.3	GO:0003674
ENSG00000180011	ZADH2	biological_process		q22.3	GO:0008150
ENSG00000180011	ZADH2	13-prostaglandin reductase activity		q22.3	GO:0036132
ENSG00000180011	ZADH2	15-oxoprostaglandin 13-oxidase activity		q22.3	GO:0047522
ENSG00000180011	ZADH2	prostaglandin metabolic process		q22.3	GO:0006693
ENSG00000180011	ZADH2	negative regulation of fat cell differentiation		q22.3	GO:0045599
ENSG00000179981	TSHZ1	DNA binding		q22.3	GO:0003677
ENSG00000179981	TSHZ1	nucleic acid binding		q22.3	GO:0003676
ENSG00000179981	TSHZ1	regulation of gene expression		q22.3	GO:0010468
ENSG00000179981	TSHZ1	nucleus		q22.3	GO:0005634
ENSG00000179981	TSHZ1	metal ion binding		q22.3	GO:0046872
ENSG00000179981	TSHZ1	multicellular organism development		q22.3	GO:0007275
ENSG00000179981	TSHZ1	regulation of transcription by RNA polymerase II		q22.3	GO:0006357
ENSG00000179981	TSHZ1	chromatin binding		q22.3	GO:0003682
ENSG00000179981	TSHZ1	DNA-binding transcription factor activity, RNA polymerase II-specific		q22.3	GO:0000981
ENSG00000179981	TSHZ1	nuclear chromatin		q22.3	GO:0000790
ENSG00000179981	TSHZ1	anterior/posterior pattern specification		q22.3	GO:0009952
ENSG00000179981	TSHZ1	middle ear morphogenesis		q22.3	GO:0042474
ENSG00000179981	TSHZ1	soft palate development		q22.3	GO:0060023
ENSG00000179981	TSHZ1			q22.3	
ENSG00000276993				q22.3	
ENSG00000264116				q23	
ENSG00000206026	SMIM21	membrane		q23	GO:0016020
ENSG00000206026	SMIM21	integral component of membrane		q23	GO:0016021
ENSG00000206026	SMIM21	protein binding		q23	GO:0005515
ENSG00000206026	SMIM21			q23	
ENSG00000266774				q23	
ENSG00000287281				q23	
ENSG00000286603				q23	
ENSG00000287295				q23	
ENSG00000287993				q23	
ENSG00000261194	LINC01898			q23	
ENSG00000266460				q23	
ENSG00000275827				q23	
ENSG00000264108				q23	
ENSG00000263547				q23	
ENSG00000266743				q23	
ENSG00000264260	LINC01893			q23	
ENSG00000264595				q23	
ENSG00000266014				q23	
ENSG00000265717				q23	
ENSG00000264212				q23	
ENSG00000266614				q23	
ENSG00000101493	ZNF516	nucleic acid binding		q23	GO:0003676
ENSG00000101493	ZNF516	nucleus		q23	GO:0005634
ENSG00000101493	ZNF516	metal ion binding		q23	GO:0046872
ENSG00000101493	ZNF516	DNA binding		q23	GO:0003677
ENSG00000101493	ZNF516	regulation of transcription by RNA polymerase II		q23	GO:0006357
ENSG00000101493	ZNF516	positive regulation of transcription, DNA-templated		q23	GO:0045893
ENSG00000101493	ZNF516	DNA-binding transcription factor activity, RNA polymerase II-specific		q23	GO:0000981
ENSG00000101493	ZNF516	RNA polymerase II cis-regulatory region sequence-specific DNA binding		q23	GO:0000978
ENSG00000101493	ZNF516	cis-regulatory region sequence-specific DNA binding		q23	GO:0000987
ENSG00000101493	ZNF516	adipose tissue development		q23	GO:0060612
ENSG00000101493	ZNF516	regulation of transcription, DNA-templated		q23	GO:0006355
ENSG00000101493	ZNF516	positive regulation of cold-induced thermogenesis		q23	GO:0120162
ENSG00000101493	ZNF516	brown fat cell differentiation		q23	GO:0050873
